Date,Attendance,Team,City,League,Both Leagues
3/19/2022,25174,LA Galaxy,Los Angeles,MLS,Yes
4/9/2022,25174,LA Galaxy,Los Angeles,MLS,Yes
4/23/2022,26674,LA Galaxy,Los Angeles,MLS,Yes
5/14/2022,25174,LA Galaxy,Los Angeles,MLS,Yes
5/22/2022,22471,LA Galaxy,Los Angeles,MLS,Yes
5/29/2022,20433,LA Galaxy,Los Angeles,MLS,Yes
6/18/2022,21414,LA Galaxy,Los Angeles,MLS,Yes
6/29/2022,18337,LA Galaxy,Los Angeles,MLS,Yes
7/4/2022,23855,LA Galaxy,Los Angeles,MLS,Yes
7/13/2022,18453,LA Galaxy,Los Angeles,MLS,Yes
7/24/2022,24122,LA Galaxy,Los Angeles,MLS,Yes
8/13/2022,21465,LA Galaxy,Los Angeles,MLS,Yes
8/19/2022,23278,LA Galaxy,Los Angeles,MLS,Yes
9/4/2022,20104,LA Galaxy,Los Angeles,MLS,Yes
9/17/2022,20325,LA Galaxy,Los Angeles,MLS,Yes
10/1/2022,26674,LA Galaxy,Los Angeles,MLS,Yes
3/18/2023,23112,LA Galaxy,Los Angeles,MLS,Yes
4/1/2023,22008,LA Galaxy,Los Angeles,MLS,Yes
4/16/2023,27154,LA Galaxy,Los Angeles,MLS,Yes
4/22/2023,18875,LA Galaxy,Los Angeles,MLS,Yes
5/6/2023,19101,LA Galaxy,Los Angeles,MLS,Yes
5/14/2023,16035,LA Galaxy,Los Angeles,MLS,Yes
5/27/2023,17434,LA Galaxy,Los Angeles,MLS,Yes
6/2/2023,20960,LA Galaxy,Los Angeles,MLS,Yes
7/4/2023,82110,LA Galaxy,Los Angeles,MLS,Yes
7/8/2023,21269,LA Galaxy,Los Angeles,MLS,Yes
8/26/2023,19762,LA Galaxy,Los Angeles,MLS,Yes
9/2/2023,20035,LA Galaxy,Los Angeles,MLS,Yes
9/10/2023,19554,LA Galaxy,Los Angeles,MLS,Yes
9/20/2023,16120,LA Galaxy,Los Angeles,MLS,Yes
9/30/2023,23101,LA Galaxy,Los Angeles,MLS,Yes
10/14/2023,20673,LA Galaxy,Los Angeles,MLS,Yes
10/21/2023,22491,LA Galaxy,Los Angeles,MLS,Yes
2/25/2024,27642,LA Galaxy,Los Angeles,MLS,Yes
3/16/2024,25174,LA Galaxy,Los Angeles,MLS,Yes
3/30/2024,22736,LA Galaxy,Los Angeles,MLS,Yes
4/21/2024,25335,LA Galaxy,Los Angeles,MLS,Yes
5/11/2024,25220,LA Galaxy,Los Angeles,MLS,Yes
5/25/2024,21707,LA Galaxy,Los Angeles,MLS,Yes
5/29/2024,19505,LA Galaxy,Los Angeles,MLS,Yes
6/15/2024,22198,LA Galaxy,Los Angeles,MLS,Yes
6/19/2024,20043,LA Galaxy,Los Angeles,MLS,Yes
4/29/2018,22000,LAFC,Los Angeles,MLS,Yes
5/5/2018,22000,LAFC,Los Angeles,MLS,Yes
5/9/2018,22000,LAFC,Los Angeles,MLS,Yes
5/13/2018,22000,LAFC,Los Angeles,MLS,Yes
5/26/2018,22000,LAFC,Los Angeles,MLS,Yes
6/23/2018,22000,LAFC,Los Angeles,MLS,Yes
6/30/2018,22000,LAFC,Los Angeles,MLS,Yes
7/7/2018,22000,LAFC,Los Angeles,MLS,Yes
7/15/2018,22000,LAFC,Los Angeles,MLS,Yes
7/26/2018,22716,LAFC,Los Angeles,MLS,Yes
8/11/2018,22000,LAFC,Los Angeles,MLS,Yes
8/15/2018,22000,LAFC,Los Angeles,MLS,Yes
8/19/2018,22000,LAFC,Los Angeles,MLS,Yes
9/15/2018,22000,LAFC,Los Angeles,MLS,Yes
9/22/2018,22000,LAFC,Los Angeles,MLS,Yes
10/12/2018,22000,LAFC,Los Angeles,MLS,Yes
10/21/2018,22000,LAFC,Los Angeles,MLS,Yes
11/1/2018,22000,LAFC,Los Angeles,MLS,Yes
3/3/2019,22099,LAFC,Los Angeles,MLS,Yes
3/10/2019,22003,LAFC,Los Angeles,MLS,Yes
3/23/2019,22023,LAFC,Los Angeles,MLS,Yes
4/13/2019,22323,LAFC,Los Angeles,MLS,Yes
4/21/2019,22221,LAFC,Los Angeles,MLS,Yes
5/4/2019,22154,LAFC,Los Angeles,MLS,Yes
5/16/2019,22001,LAFC,Los Angeles,MLS,Yes
5/24/2019,22444,LAFC,Los Angeles,MLS,Yes
7/6/2019,22472,LAFC,Los Angeles,MLS,Yes
7/26/2019,22511,LAFC,Los Angeles,MLS,Yes
8/11/2019,22342,LAFC,Los Angeles,MLS,Yes
8/21/2019,22110,LAFC,Los Angeles,MLS,Yes
8/25/2019,22757,LAFC,Los Angeles,MLS,Yes
9/1/2019,22143,LAFC,Los Angeles,MLS,Yes
9/21/2019,22022,LAFC,Los Angeles,MLS,Yes
9/25/2019,22103,LAFC,Los Angeles,MLS,Yes
10/6/2019,22537,LAFC,Los Angeles,MLS,Yes
10/24/2019,22902,LAFC,Los Angeles,MLS,Yes
10/29/2019,22099,LAFC,Los Angeles,MLS,Yes
2/26/2022,22010,LAFC,Los Angeles,MLS,Yes
3/6/2022,22102,LAFC,Los Angeles,MLS,Yes
3/20/2022,22065,LAFC,Los Angeles,MLS,Yes
4/17/2022,22097,LAFC,Los Angeles,MLS,Yes
5/1/2022,22010,LAFC,Los Angeles,MLS,Yes
5/7/2022,22022,LAFC,Los Angeles,MLS,Yes
5/18/2022,22034,LAFC,Los Angeles,MLS,Yes
5/28/2022,22007,LAFC,Los Angeles,MLS,Yes
6/26/2022,22077,LAFC,Los Angeles,MLS,Yes
6/29/2022,22014,LAFC,Los Angeles,MLS,Yes
7/8/2022,22231,LAFC,Los Angeles,MLS,Yes
7/29/2022,22111,LAFC,Los Angeles,MLS,Yes
8/13/2022,22140,LAFC,Los Angeles,MLS,Yes
8/16/2022,22063,LAFC,Los Angeles,MLS,Yes
9/4/2022,22199,LAFC,Los Angeles,MLS,Yes
9/18/2022,22131,LAFC,Los Angeles,MLS,Yes
10/9/2022,22205,LAFC,Los Angeles,MLS,Yes
3/4/2023,22202,LAFC,Los Angeles,MLS,Yes
3/12/2023,22007,LAFC,Los Angeles,MLS,Yes
3/25/2023,22163,LAFC,Los Angeles,MLS,Yes
4/8/2023,22199,LAFC,Los Angeles,MLS,Yes
5/17/2023,22222,LAFC,Los Angeles,MLS,Yes
5/20/2023,22030,LAFC,Los Angeles,MLS,Yes
6/7/2023,22010,LAFC,Los Angeles,MLS,Yes
6/14/2023,22177,LAFC,Los Angeles,MLS,Yes
6/21/2023,22125,LAFC,Los Angeles,MLS,Yes
6/24/2023,22133,LAFC,Los Angeles,MLS,Yes
7/8/2023,22033,LAFC,Los Angeles,MLS,Yes
7/12/2023,22010,LAFC,Los Angeles,MLS,Yes
8/23/2023,22017,LAFC,Los Angeles,MLS,Yes
9/3/2023,22921,LAFC,Los Angeles,MLS,Yes
9/16/2023,22132,LAFC,Los Angeles,MLS,Yes
10/1/2023,22221,LAFC,Los Angeles,MLS,Yes
10/4/2023,22041,LAFC,Los Angeles,MLS,Yes
2/24/2024,22214,LAFC,Los Angeles,MLS,Yes
3/9/2024,22175,LAFC,Los Angeles,MLS,Yes
3/23/2024,22000,LAFC,Los Angeles,MLS,Yes
4/6/2024,22321,LAFC,Los Angeles,MLS,Yes
4/20/2024,22122,LAFC,Los Angeles,MLS,Yes
4/27/2024,22032,LAFC,Los Angeles,MLS,Yes
5/11/2024,22099,LAFC,Los Angeles,MLS,Yes
5/29/2024,22105,LAFC,Los Angeles,MLS,Yes
6/22/2024,22146,LAFC,Los Angeles,MLS,Yes
6/29/2024,22019,LAFC,Los Angeles,MLS,Yes
3/12/2017,35043,Minnesota United FC,Minneapolis,MLS,
4/1/2017,17728,Minnesota United FC,Minneapolis,MLS,
4/23/2017,17491,Minnesota United FC,Minneapolis,MLS,
4/29/2017,17605,Minnesota United FC,Minneapolis,MLS,
5/7/2017,17709,Minnesota United FC,Minneapolis,MLS,
5/21/2017,19107,Minnesota United FC,Minneapolis,MLS,
5/27/2017,18896,Minnesota United FC,Minneapolis,MLS,
6/21/2017,18442,Minnesota United FC,Minneapolis,MLS,
6/24/2017,19017,Minnesota United FC,Minneapolis,MLS,
7/4/2017,18564,Minnesota United FC,Minneapolis,MLS,
7/19/2017,19456,Minnesota United FC,Minneapolis,MLS,
7/22/2017,20022,Minnesota United FC,Minneapolis,MLS,
7/29/2017,20146,Minnesota United FC,Minneapolis,MLS,
8/5/2017,22649,Minnesota United FC,Minneapolis,MLS,
9/9/2017,22148,Minnesota United FC,Minneapolis,MLS,
9/23/2017,22055,Minnesota United FC,Minneapolis,MLS,
10/7/2017,23060,Minnesota United FC,Minneapolis,MLS,
3/17/2018,23138,Minnesota United FC,Minneapolis,MLS,
3/31/2018,18057,Minnesota United FC,Minneapolis,MLS,
4/28/2018,21574,Minnesota United FC,Minneapolis,MLS,
5/5/2018,19642,Minnesota United FC,Minneapolis,MLS,
5/12/2018,19721,Minnesota United FC,Minneapolis,MLS,
5/20/2018,23117,Minnesota United FC,Minneapolis,MLS,
5/26/2018,21331,Minnesota United FC,Minneapolis,MLS,
6/29/2018,22345,Minnesota United FC,Minneapolis,MLS,
7/4/2018,20559,Minnesota United FC,Minneapolis,MLS,
7/14/2018,23667,Minnesota United FC,Minneapolis,MLS,
7/18/2018,27544,Minnesota United FC,Minneapolis,MLS,
7/22/2018,22739,Minnesota United FC,Minneapolis,MLS,
8/4/2018,24482,Minnesota United FC,Minneapolis,MLS,
9/22/2018,24525,Minnesota United FC,Minneapolis,MLS,
9/29/2018,21926,Minnesota United FC,Minneapolis,MLS,
10/13/2018,19733,Minnesota United FC,Minneapolis,MLS,
10/21/2018,52242,Minnesota United FC,Minneapolis,MLS,
4/13/2019,19796,Minnesota United FC,Minneapolis,MLS,
4/24/2019,19779,Minnesota United FC,Minneapolis,MLS,
4/28/2019,19620,Minnesota United FC,Minneapolis,MLS,
5/4/2019,19832,Minnesota United FC,Minneapolis,MLS,
5/18/2019,19600,Minnesota United FC,Minneapolis,MLS,
5/25/2019,19701,Minnesota United FC,Minneapolis,MLS,
6/2/2019,19738,Minnesota United FC,Minneapolis,MLS,
6/29/2019,19778,Minnesota United FC,Minneapolis,MLS,
7/3/2019,19653,Minnesota United FC,Minneapolis,MLS,
7/13/2019,19906,Minnesota United FC,Minneapolis,MLS,
7/27/2019,19845,Minnesota United FC,Minneapolis,MLS,
8/4/2019,19726,Minnesota United FC,Minneapolis,MLS,
8/14/2019,19629,Minnesota United FC,Minneapolis,MLS,
8/17/2019,19738,Minnesota United FC,Minneapolis,MLS,
9/15/2019,19635,Minnesota United FC,Minneapolis,MLS,
9/25/2019,19609,Minnesota United FC,Minneapolis,MLS,
9/29/2019,19706,Minnesota United FC,Minneapolis,MLS,
3/5/2022,"18,107",Minnesota United FC,Minneapolis,MLS,
3/19/2022,"18,685",Minnesota United FC,Minneapolis,MLS,
4/2/2022,"19,615",Minnesota United FC,Minneapolis,MLS,
4/16/2022,"19,629",Minnesota United FC,Minneapolis,MLS,
4/23/2022,"19,658",Minnesota United FC,Minneapolis,MLS,
5/7/2022,"19,662",Minnesota United FC,Minneapolis,MLS,
5/18/2022,"19,645",Minnesota United FC,Minneapolis,MLS,
7/3/2022,"19,647",Minnesota United FC,Minneapolis,MLS,
7/13/2022,"19,657",Minnesota United FC,Minneapolis,MLS,
7/16/2022,"19,718",Minnesota United FC,Minneapolis,MLS,
7/30/2022,"19,792",Minnesota United FC,Minneapolis,MLS,
8/20/2022,"19,829",Minnesota United FC,Minneapolis,MLS,
8/27/2022,"19,624",Minnesota United FC,Minneapolis,MLS,
9/3/2022,"19,761",Minnesota United FC,Minneapolis,MLS,
9/13/2022,"19,861",Minnesota United FC,Minneapolis,MLS,
10/9/2022,"19,941",Minnesota United FC,Minneapolis,MLS,
3/11/2023,"19,614",Minnesota United FC,Minneapolis,MLS,
3/25/2023,"19,609",Minnesota United FC,Minneapolis,MLS,
4/15/2023,"19,685",Minnesota United FC,Minneapolis,MLS,
4/30/2023,"18,410",Minnesota United FC,Minneapolis,MLS,
5/17/2023,"18,897",Minnesota United FC,Minneapolis,MLS,
5/27/2023,"19,912",Minnesota United FC,Minneapolis,MLS,
7/1/2023,"19,844",Minnesota United FC,Minneapolis,MLS,
7/8/2023,"19,913",Minnesota United FC,Minneapolis,MLS,
7/15/2023,"19,954",Minnesota United FC,Minneapolis,MLS,
8/27/2023,"19,812",Minnesota United FC,Minneapolis,MLS,
8/30/2023,"19,634",Minnesota United FC,Minneapolis,MLS,
9/9/2023,"19,412",Minnesota United FC,Minneapolis,MLS,
9/16/2023,"19,685",Minnesota United FC,Minneapolis,MLS,
9/23/2023,"19,197",Minnesota United FC,Minneapolis,MLS,
9/30/2023,"19,645",Minnesota United FC,Minneapolis,MLS,
10/7/2023,"19,693",Minnesota United FC,Minneapolis,MLS,
3/2/2024,"19,906",Minnesota United FC,Minneapolis,MLS,
3/16/2024,"19,315",Minnesota United FC,Minneapolis,MLS,
4/6/2024,"19,568",Minnesota United FC,Minneapolis,MLS,
4/13/2024,"19,658",Minnesota United FC,Minneapolis,MLS,
4/27/2024,"19,712",Minnesota United FC,Minneapolis,MLS,
5/15/2024,"18,722",Minnesota United FC,Minneapolis,MLS,
5/18/2024,"19,735",Minnesota United FC,Minneapolis,MLS,
6/1/2024,"19,738",Minnesota United FC,Minneapolis,MLS,
6/8/2024,"19,759",Minnesota United FC,Minneapolis,MLS,
6/22/2024,"19,746",Minnesota United FC,Minneapolis,MLS,
3/23/2013,"12,215",New England Revolution,Boston,MLS,
3/30/2013,"10,284",New England Revolution,Boston,MLS,
4/27/2013,"18,383",New England Revolution,Boston,MLS,
5/8/2013,"8,040",New England Revolution,Boston,MLS,
5/11/2013,"16,440",New England Revolution,Boston,MLS,
5/25/2013,"10,711",New England Revolution,Boston,MLS,
6/2/2013,"19,120",New England Revolution,Boston,MLS,
6/8/2013,"14,163",New England Revolution,Boston,MLS,
7/6/2013,"13,732",New England Revolution,Boston,MLS,
7/13/2013,"14,357",New England Revolution,Boston,MLS,
8/4/2013,"11,543",New England Revolution,Boston,MLS,
8/17/2013,"14,630",New England Revolution,Boston,MLS,
8/25/2013,"12,531",New England Revolution,Boston,MLS,
9/8/2013,"9,165",New England Revolution,Boston,MLS,
9/21/2013,"19,187",New England Revolution,Boston,MLS,
9/28/2013,"21,297",New England Revolution,Boston,MLS,
10/19/2013,"26,548",New England Revolution,Boston,MLS,
3/22/2014,"13,103",New England Revolution,Boston,MLS,
4/12/2014,"14,259",New England Revolution,Boston,MLS,
4/26/2014,"14,806",New England Revolution,Boston,MLS,
5/11/2014,"11,293",New England Revolution,Boston,MLS,
5/24/2014,"13,589",New England Revolution,Boston,MLS,
6/8/2014,"23,950",New England Revolution,Boston,MLS,
6/28/2014,"16,483",New England Revolution,Boston,MLS,
7/12/2014,"15,406",New England Revolution,Boston,MLS,
7/26/2014,"14,542",New England Revolution,Boston,MLS,
7/30/2014,"13,831",New England Revolution,Boston,MLS,
8/16/2014,"16,409",New England Revolution,Boston,MLS,
8/23/2014,"16,427",New England Revolution,Boston,MLS,
9/3/2014,"11,707",New England Revolution,Boston,MLS,
9/7/2014,"12,204",New England Revolution,Boston,MLS,
9/13/2014,"19,665",New England Revolution,Boston,MLS,
10/4/2014,"23,143",New England Revolution,Boston,MLS,
10/25/2014,"32,766",New England Revolution,Boston,MLS,
3/21/2015,"14,189",New England Revolution,Boston,MLS,
3/28/2015,"10,668",New England Revolution,Boston,MLS,
4/11/2015,"13,092",New England Revolution,Boston,MLS,
4/25/2015,"17,982",New England Revolution,Boston,MLS,
5/2/2015,"18,296",New England Revolution,Boston,MLS,
5/16/2015,"24,269",New England Revolution,Boston,MLS,
5/23/2015,"15,216",New England Revolution,Boston,MLS,
5/31/2015,"17,569",New England Revolution,Boston,MLS,
6/13/2015,"15,775",New England Revolution,Boston,MLS,
6/27/2015,"16,017",New England Revolution,Boston,MLS,
7/18/2015,"28,811",New England Revolution,Boston,MLS,
8/1/2015,"21,362",New England Revolution,Boston,MLS,
8/15/2015,"21,723",New England Revolution,Boston,MLS,
9/5/2015,"18,854",New England Revolution,Boston,MLS,
9/16/2015,"10,997",New England Revolution,Boston,MLS,
9/26/2015,"25,885",New England Revolution,Boston,MLS,
10/17/2015,"42,947",New England Revolution,Boston,MLS,
3/12/2016,"16,102",New England Revolution,Boston,MLS,
4/1/2016,"11,849",New England Revolution,Boston,MLS,
4/9/2016,"16,935",New England Revolution,Boston,MLS,
4/27/2016,"10,144",New England Revolution,Boston,MLS,
4/30/2016,"25,203",New England Revolution,Boston,MLS,
5/14/2016,"18,997",New England Revolution,Boston,MLS,
5/21/2016,"23,472",New England Revolution,Boston,MLS,
5/28/2016,"21,456",New England Revolution,Boston,MLS,
7/6/2016,"18,187",New England Revolution,Boston,MLS,
7/9/2016,"18,434",New England Revolution,Boston,MLS,
7/23/2016,"21,872",New England Revolution,Boston,MLS,
8/13/2016,"17,127",New England Revolution,Boston,MLS,
8/20/2016,"20,224",New England Revolution,Boston,MLS,
9/3/2016,"15,046",New England Revolution,Boston,MLS,
9/10/2016,"23,235",New England Revolution,Boston,MLS,
10/1/2016,"25,280",New England Revolution,Boston,MLS,
10/23/2016,"39,587",New England Revolution,Boston,MLS,
3/25/2017,"11,571",New England Revolution,Boston,MLS,
4/8/2017,"14,725",New England Revolution,Boston,MLS,
4/19/2017,"10,487",New England Revolution,Boston,MLS,
4/22/2017,"16,591",New England Revolution,Boston,MLS,
5/13/2017,"21,096",New England Revolution,Boston,MLS,
5/21/2017,"18,651",New England Revolution,Boston,MLS,
6/3/2017,"21,764",New England Revolution,Boston,MLS,
6/17/2017,"21,548",New England Revolution,Boston,MLS,
7/5/2017,"13,924",New England Revolution,Boston,MLS,
7/22/2017,"27,441",New England Revolution,Boston,MLS,
7/29/2017,"18,584",New England Revolution,Boston,MLS,
8/12/2017,"19,911",New England Revolution,Boston,MLS,
9/2/2017,"17,865",New England Revolution,Boston,MLS,
9/9/2017,"20,080",New England Revolution,Boston,MLS,
9/23/2017,"19,303",New England Revolution,Boston,MLS,
9/30/2017,"21,925",New England Revolution,Boston,MLS,
10/15/2017,"33,767",New England Revolution,Boston,MLS,
3/10/2018,"13,305",New England Revolution,Boston,MLS,
3/24/2018,"12,376",New England Revolution,Boston,MLS,
4/6/2018,"10,908",New England Revolution,Boston,MLS,
4/14/2018,"11,508",New England Revolution,Boston,MLS,
4/28/2018,"17,015",New England Revolution,Boston,MLS,
5/12/2018,"19,596",New England Revolution,Boston,MLS,
5/19/2018,"14,087",New England Revolution,Boston,MLS,
5/30/2018,"10,547",New England Revolution,Boston,MLS,
6/2/2018,"21,576",New England Revolution,Boston,MLS,
6/30/2018,"19,371",New England Revolution,Boston,MLS,
7/7/2018,"16,484",New England Revolution,Boston,MLS,
7/14/2018,"36,573",New England Revolution,Boston,MLS,
8/11/2018,"19,516",New England Revolution,Boston,MLS,
9/1/2018,"16,040",New England Revolution,Boston,MLS,
9/22/2018,"24,388",New England Revolution,Boston,MLS,
10/13/2018,"19,775",New England Revolution,Boston,MLS,
10/28/2018,"28,832",New England Revolution,Boston,MLS,
3/9/2019,"13,808",New England Revolution,Boston,MLS,
3/24/2019,"10,605",New England Revolution,Boston,MLS,
3/30/2019,"10,657",New England Revolution,Boston,MLS,
4/13/2019,"15,016",New England Revolution,Boston,MLS,
4/20/2019,"14,514",New England Revolution,Boston,MLS,
